Rank;Title;TotalCites;ImpactFactor;EigenfactorScore
457;ONCOGENE;66411;6.854;0.07596
458;Advances in Nutrition;3937;6.853;0.01287
459;DRUG DISCOVERY TODAY;12976;6.848;0.02137
460;JOURNAL OF SERVICE RESEARCH;4093;6.842;0.00343
461;Biofabrication;2758;6.838;0.00572
462;JOURNAL OF THE AMERICAN SOCIETY OF ECHOCARDIOGRAPHY;10612;6.827;0.01738
463;HYPERTENSION;36908;6.823;0.04951
464;IEEE TRANSACTIONS ON POWER ELECTRONICS;39888;6.812;0.06836
465;BRITISH JOURNAL OF PHARMACOLOGY;33254;6.810;0.03895
466;Annual Review of Animal Biosciences;582;6.775;0.00246
467;Annual Review of Sociology;10454;6.773;0.00886
468;JOURNAL OF CATALYSIS;45347;6.759;0.03402
469;Annual Review of Nuclear and Particle Science;2433;6.756;0.00526
470;Cochrane Database of Systematic Reviews;62332;6.754;0.16726
470;JOURNAL OF INTERNAL MEDICINE;10327;6.754;0.01607
470;PROGRESS IN CARDIOVASCULAR DISEASES;3733;6.754;0.00803
473;CHEMICAL ENGINEERING JOURNAL;73657;6.735;0.10438
474;CELLULAR AND MOLECULAR LIFE SCIENCES;23341;6.721;0.04134
475;CURRENT OPINION IN MICROBIOLOGY;9437;6.710;0.01822
476;ACADEMY OF MANAGEMENT JOURNAL;34781;6.700;0.02683
477;Polymer Reviews;1731;6.690;0.00186
478;mBio;12940;6.689;0.05903
479;JAMA Ophthalmology;4063;6.669;0.02024
480;MODERN PATHOLOGY;13649;6.655;0.02267
481;ENVIRONMENTAL SCIENCE & TECHNOLOGY;156556;6.653;0.18373
482;Information Fusion;3303;6.639;0.00613
483;Journal of Crohns & Colitis;6643;6.637;0.02363
484;Astrophysical Journal Letters;29851;6.634;0.11302
485;CRITICAL CARE MEDICINE;39873;6.630;0.05542
486;ENDOSCOPY;10185;6.629;0.01740
487;GENOMICS PROTEOMICS & BIOINFORMATICS;1225;6.615;0.00348
488;IEEE Computational Intelligence Magazine;980;6.611;0.00201
489;TRENDS IN FOOD SCIENCE & TECHNOLOGY;11912;6.609;0.01151
490;ARCHIVES OF COMPUTATIONAL METHODS IN ENGINEERING;1523;6.605;0.00307
491;DESALINATION;38360;6.603;0.02936
492;BLOOD REVIEWS;2810;6.600;0.00601
492;CATALYSIS REVIEWS-SCIENCE AND ENGINEERING;3208;6.600;0.00123
494;JOURNAL OF MEMBRANE SCIENCE;63578;6.578;0.06053
495;AMERICAN JOURNAL OF CLINICAL NUTRITION;58213;6.549;0.05576
496;CURRENT OPINION IN SOLID STATE & MATERIALS SCIENCE;3736;6.548;0.00523
497;CLINICAL PHARMACOLOGY & THERAPEUTICS;15826;6.544;0.01988
497;IUCrJ;1189;6.544;0.00615
497;NEUROPSYCHOPHARMACOLOGY;24537;6.544;0.04287
500;CURRENT OPINION IN NEUROBIOLOGY;14190;6.541;0.03467
501;CANCER;68221;6.537;0.07474
501;Stem Cell Reports;4525;6.537;0.02629
503;JOURNAL OF HUMAN RESOURCES;4640;6.531;0.01038
504;ANTIOXIDANTS & REDOX SIGNALING;19324;6.530;0.03212
505;ANESTHESIOLOGY;28896;6.523;0.02960
506;Physics of the Dark Universe;840;6.509;0.00387
507;Circulation-Cardiovascular Interventions;4902;6.504;0.01962
508;Nanomedicine-Nanotechnology Biology and Medicine;9338;6.500;0.01567
509;BRITISH JOURNAL OF ANAESTHESIA;20435;6.499;0.02639
510;AMERICAN JOURNAL OF TRANSPLANTATION;23460;6.493;0.05129
511;ORGANIC LETTERS;95762;6.492;0.14996
512;CANCER LETTERS;29311;6.491;0.04228
513;INTERNATIONAL JOURNAL OF MANAGEMENT REVIEWS;3297;6.489;0.00354
514;JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY;18604;6.486;0.02341
514;JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY;18604;6.486;0.02341
516;PSYCHOLOGICAL METHODS;10989;6.485;0.01243
517;CRITICAL REVIEWS IN CLINICAL LABORATORY SCIENCES;1521;6.481;0.00203
518;JOURNAL OF ECONOMIC GROWTH;2192;6.480;0.00466
519;Journal of the National Comprehensive Cancer Network;5143;6.471;0.01753
520;Acta Crystallographica Section B-Structural Science Crystal Engineering and Materials;11143;6.467;0.00604
521;REMOTE SENSING OF ENVIRONMENT;44168;6.457;0.05291
522;PROGRESS IN PHOTOVOLTAICS;8021;6.456;0.01346
523;JOURNAL OF INVESTIGATIVE DERMATOLOGY;28457;6.448;0.03880
524;CLINICAL REVIEWS IN ALLERGY & IMMUNOLOGY;2741;6.442;0.00588
525;ECONOMIC GEOGRAPHY;2840;6.438;0.00194
526;Seminars in Immunopathology;2967;6.437;0.00929
527;JOURNAL OF HAZARDOUS MATERIALS;88496;6.434;0.06852
528;Molecular Neurodegeneration;3489;6.426;0.00985
529;CRITICAL CARE;21910;6.425;0.04689
530;Advances in Cancer Research;2343;6.422;0.00369
531;CYTOKINE & GROWTH FACTOR REVIEWS;5668;6.395;0.00805
532;Acta Biomaterialia;30640;6.383;0.04941
533;Science Signaling;10316;6.378;0.03722
534;ENERGY CONVERSION AND MANAGEMENT;43333;6.377;0.05542
535;GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS;13945;6.371;0.02564
535;GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS;13945;6.371;0.02564
537;Methods in Ecology and Evolution;8866;6.363;0.03704
538;BULLETIN OF THE WORLD HEALTH ORGANIZATION;15375;6.361;0.01836
539;Wiley Interdisciplinary Reviews-Nanomedicine and Nanobiotechnology;2088;6.350;0.00426
540;JOURNAL OF TOXICOLOGY AND ENVIRONMENTAL HEALTH-PART B-CRITICAL REVIEWS;1665;6.333;0.00175
541;JOURNAL OF BONE AND MINERAL RESEARCH;26804;6.314;0.03692
542;CURRENT OPINION IN PHARMACOLOGY;6495;6.313;0.01218
543;CEREBRAL CORTEX;29570;6.308;0.05897
544;BRAIN BEHAVIOR AND IMMUNITY;12583;6.306;0.02685
545;PLANT BIOTECHNOLOGY JOURNAL;6544;6.305;0.01427
546;BRIEFINGS IN BIOINFORMATICS;4731;6.302;0.01501
547;Molecular Metabolism;2403;6.291;0.01225
548;CARDIOVASCULAR RESEARCH;22195;6.290;0.02735
548;CHEMICAL COMMUNICATIONS;190160;6.290;0.33282
550;CLINICAL NUCLEAR MEDICINE;4756;6.281;0.00695
551;JOURNAL OF MEDICINAL CHEMISTRY;69725;6.253;0.08072
551;JOURNAL OF PATHOLOGY;16156;6.253;0.02406
553;JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY;19482;6.250;0.01926
553;JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY;19482;6.250;0.01926
555;STROKE;65854;6.239;0.08852
556;Therapeutic Advances in Medical Oncology;1020;6.238;0.00265
557;IEEE Transactions on Sustainable Energy;6151;6.235;0.01859
558;Protein & Cell;2363;6.228;0.00806
559;INVESTIGATIVE RADIOLOGY;6486;6.224;0.01241
560;Circulation-Cardiovascular Imaging;5438;6.221;0.02016
561;PERIODONTOLOGY 2000;4308;6.220;0.00443
562;JOURNAL OF EXPERIMENTAL & CLINICAL CANCER RESEARCH;5661;6.217;0.00874
563;CANADIAN MEDICAL ASSOCIATION JOURNAL;14191;6.210;0.01651
564;JOURNAL OF INTERNATIONAL BUSINESS STUDIES;12782;6.198;0.00747
565;BRAIN PATHOLOGY;4952;6.187;0.00775
566;EBioMedicine;3378;6.183;0.01529
567;CRITICAL REVIEWS IN PLANT SCIENCES;3185;6.162;0.00249
568;Materials Research Letters;907;6.161;0.00326
569;PLoS Pathogens;40344;6.158;0.12238
570;Social Issues and Policy Review;356;6.143;0.00124
571;BREAST CANCER RESEARCH;11022;6.142;0.02000
572;ACS Sustainable Chemistry & Engineering;12770;6.140;0.02790
573;SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY;9024;6.138;0.02420
574;ACS Macro Letters;8551;6.131;0.03124
574;IEEE TRANSACTIONS ON MEDICAL IMAGING;17837;6.131;0.02420
574;MOLECULAR ECOLOGY;37813;6.131;0.06212
577;BRITISH JOURNAL OF DERMATOLOGY;26280;6.129;0.03483
578;PSYCHOLOGICAL SCIENCE;30367;6.128;0.05275
579;AUTOMATICA;36936;6.126;0.06488
580;Brain Stimulation;4263;6.120;0.01451
581;Pigment Cell & Melanoma Research;4430;6.115;0.00784
582;Journal of Supply Chain Management;2281;6.105;0.00259
582;Particle and Fibre Toxicology;4048;6.105;0.00789
584;Clinical Epigenetics;2172;6.091;0.00772
585;Environmental Science-Nano;1882;6.087;0.00448
586;ARTERIOSCLEROSIS THROMBOSIS AND VASCULAR BIOLOGY;34074;6.086;0.04482
587;CANCER AND METASTASIS REVIEWS;6106;6.081;0.00687
588;NEUROPATHOLOGY AND APPLIED NEUROBIOLOGY;3654;6.059;0.00635
589;AMERICAN JOURNAL OF SPORTS MEDICINE;32251;6.057;0.04174
590;ALLERGY;16476;6.048;0.02579
591;JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM;19450;6.045;0.02828
592;ANALYTICAL CHEMISTRY;123665;6.042;0.15325
593;IEEE Vehicular Technology Magazine;1154;6.038;0.00323
594;ACTA MATERIALIA;63701;6.036;0.08378
595;Emerging Microbes & Infections;1318;6.032;0.00591
596;Annual Review of Environment and Resources;3537;6.025;0.00450
596;Annual Review of Environment and Resources;3537;6.025;0.00450
598;DIABETOLOGIA;28810;6.023;0.04837
599;FREE RADICAL BIOLOGY AND MEDICINE;40089;6.020;0.04306
600;CRITICAL REVIEWS IN FOOD SCIENCE AND NUTRITION;10197;6.015;0.01167
601;Acta Pharmaceutica Sinica B;1600;6.014;0.00415
601;Nanophotonics;1196;6.014;0.00512
603;ULTRASONICS SONOCHEMISTRY;14026;6.012;0.01430
604;JOURNAL OF BUSINESS VENTURING;9828;6.000;0.00781
604;MILBANK QUARTERLY;3552;6.000;0.00559
604;MILBANK QUARTERLY;3552;6.000;0.00559
604;PROGRESS IN NUCLEAR MAGNETIC RESONANCE SPECTROSCOPY;2769;6.000;0.00398
608;LAB ON A CHIP;29513;5.995;0.05134
609;ISPRS JOURNAL OF PHOTOGRAMMETRY AND REMOTE SENSING;8535;5.994;0.01587
610;DIABETES OBESITY & METABOLISM;8680;5.980;0.02206
611;Journal of Materials Chemistry C;29929;5.976;0.07691
612;JOURNAL OF NEUROSCIENCE;176157;5.970;0.26595
613;METABOLISM-CLINICAL AND EXPERIMENTAL;13117;5.963;0.01657
614;GLOBAL ECOLOGY AND BIOGEOGRAPHY;10294;5.958;0.02317
615;ADDICTION;18607;5.953;0.02899
615;ADDICTION;18607;5.953;0.02899
617;PLANT PHYSIOLOGY;75249;5.949;0.07102
618;PHYSIOLOGY;3235;5.947;0.00578
619;Advances in Immunology;2423;5.935;0.00425
620;Acta Physiologica;4489;5.930;0.00833
621;BRITISH JOURNAL OF CANCER;46723;5.922;0.06513
622;TOURISM MANAGEMENT;17967;5.921;0.01175
623;CHEMISTRY & BIOLOGY;12036;5.915;0.02284
624;MACROMOLECULES;105933;5.914;0.09396
625;Mobile DNA;622;5.891;0.00300
626;CONSERVATION BIOLOGY;20885;5.890;0.02035
627;IEEE TRANSACTIONS ON WIRELESS COMMUNICATIONS;27391;5.888;0.06163
628;ADMINISTRATIVE SCIENCE QUARTERLY;17865;5.878;0.00821
628;AMERICAN JOURNAL OF SURGICAL PATHOLOGY;20873;5.878;0.02306
630;CLADISTICS;3775;5.877;0.00422
631;BIOSCIENCE;17072;5.876;0.01439
632;Molecular Autism;1679;5.872;0.00632
632;Translational Neurodegeneration;589;5.872;0.00228
634;Environmental Science & Technology Letters;1660;5.869;0.00627
635;BRITISH JOURNAL OF PSYCHIATRY;24481;5.867;0.02296
635;BRITISH JOURNAL OF PSYCHIATRY;24481;5.867;0.02296
637;IEEE Internet of Things Journal;2205;5.863;0.00663
637;RESUSCITATION;13781;5.863;0.02515
639;Internet and Higher Education;2431;5.847;0.00281
640;GLIA;13417;5.846;0.02053
641;Wiley Interdisciplinary Reviews-RNA;2142;5.844;0.00935
642;Clinical Journal of the American Society of Nephrology;15858;5.835;0.03574
643;Biomaterials Science;3295;5.831;0.00826
644;Current Topics in Microbiology and Immunology;5633;5.829;0.01174
645;IEEE Transactions on Information Forensics and Security;7294;5.824;0.01991
646;Nanotoxicology;4346;5.811;0.00893
647;BIORESOURCE TECHNOLOGY;101191;5.807;0.10945
648;Comprehensive Physiology;3159;5.797;0.01309
649;JOURNAL OF CLINICAL ENDOCRINOLOGY  & METABOLISM;78047;5.789;0.10469
649;Journal of Tissue Engineering;439;5.789;0.00100
651;NUTRITION REVIEWS;7526;5.788;0.01060
652;CURRENT OPINION IN COLLOID & INTERFACE SCIENCE;6919;5.785;0.00727
653;Annual Review of Organizational Psychology and Organizational Behavior;606;5.775;0.00355
653;PLANT JOURNAL;39212;5.775;0.04557
655;BMC BIOLOGY;5144;5.770;0.01721
656;JOURNAL OF MEDICAL GENETICS;12239;5.751;0.01928
657;mSystems;428;5.750;0.00201
658;JOURNAL OF APPLIED ECOLOGY;18142;5.742;0.02282
659;BIOMACROMOLECULES;36807;5.738;0.04081
660;JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY;69595;5.733;0.02885
661;AMERICAN JOURNAL OF OBSTETRICS AND GYNECOLOGY;39534;5.732;0.05033
662;ARCHIVES OF TOXICOLOGY;8949;5.728;0.01383
663;BASIC RESEARCH IN CARDIOLOGY;4199;5.723;0.00787
664;Neurotherapeutics;3973;5.719;0.00898
665;REVIEWS IN ENVIRONMENTAL SCIENCE AND BIO-TECHNOLOGY;1941;5.716;0.00274
666;ACS Sensors;1408;5.711;0.00370
667;MICROCHIMICA ACTA;10258;5.705;0.01080
668;Circulation-Heart Failure;6064;5.684;0.02405
668;Epidemiology and Psychiatric Sciences;950;5.684;0.00355
668;Epidemiology and Psychiatric Sciences;950;5.684;0.00355
671;World Allergy Organization Journal;1352;5.676;0.00380
672;SENSORS AND ACTUATORS B-CHEMICAL;65518;5.667;0.07600
672;Solid State Physics;2099;5.667;0.00047
674;PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES;41872;5.666;0.07129
675;Circulation-Cardiovascular Genetics;3394;5.664;0.01140
676;Molecular Therapy-Nucleic Acids;2180;5.660;0.00820
677;GONDWANA RESEARCH;11482;5.657;0.02684
678;CRITICAL REVIEWS IN SOLID STATE AND MATERIALS SCIENCES;1201;5.656;0.00140
679;ULTRASOUND IN OBSTETRICS & GYNECOLOGY;12420;5.654;0.01882
680;JOURNAL OF CLEANER PRODUCTION;45454;5.651;0.05542
681;Current Opinion in Virology;3317;5.644;0.01383
682;Cell Death & Disease;14475;5.638;0.04601
683;Forensic Science International-Genetics;4168;5.637;0.00756
684;Advances in Virus Research;1732;5.636;0.00243
685;Advanced Healthcare Materials;6465;5.609;0.01966
686;JOURNAL OF ECONOMIC PERSPECTIVES;11300;5.607;0.02174
687;FASEB JOURNAL;41572;5.595;0.05164
687;Journal of Molecular Cell Biology;1877;5.595;0.00592
689;Cell Chemical Biology;936;5.592;0.00510
690;STEM CELLS;21694;5.587;0.03568
691;EXPERIMENTAL AND MOLECULAR MEDICINE;3538;5.584;0.00710
692;Journal of Clinical Medicine;1673;5.583;0.00532
693;ADDICTION BIOLOGY;3947;5.578;0.00964
694;ASTRONOMY & ASTROPHYSICS;121208;5.565;0.20482
695;JOURNAL OF GASTROENTEROLOGY;7217;5.561;0.01149
696;PAIN;36132;5.559;0.03800
697;INTERNATIONAL JOURNAL OF RADIATION ONCOLOGY BIOLOGY PHYSICS;46595;5.554;0.05506
698;Expert Opinion on Drug Delivery;6203;5.553;0.00935
699;ASTROPHYSICAL JOURNAL;246421;5.551;0.35708
700;ACM COMPUTING SURVEYS;6593;5.550;0.01179
701;International Journal of Behavioral Nutrition and Physical Activity;8371;5.548;0.01978
702;Progress in Optics;988;5.545;0.00069
703;JOURNAL OF HIGH ENERGY PHYSICS;81975;5.541;0.16172
704;PLoS Genetics;42988;5.540;0.17104
705;Topics in Current Chemistry;6184;5.537;0.01211
706;Ocular Surface;1978;5.530;0.00288
707;PERSONNEL PSYCHOLOGY;7323;5.523;0.00567
708;PEDIATRICS;77301;5.515;0.11862
709;Frontiers in Immunology;16999;5.511;0.06747
710;ATMOSPHERIC CHEMISTRY AND PHYSICS;43818;5.509;0.09045
711;Journal of CO2 Utilization;1686;5.503;0.00312
711;OncoImmunology;5963;5.503;0.02050
713;INTERNATIONAL JOURNAL OF PLASTICITY;10827;5.502;0.01437
714;CELLULAR PHYSIOLOGY AND BIOCHEMISTRY;11234;5.500;0.01745
715;Biotechnology for Biofuels;7769;5.497;0.02059
716;CLINICAL NUTRITION;10558;5.496;0.01687
717;VALUE IN HEALTH;7497;5.494;0.01736
717;VALUE IN HEALTH;7497;5.494;0.01736
719;FUNCTIONAL ECOLOGY;14638;5.491;0.02176
720;STRATEGIC MANAGEMENT JOURNAL;30774;5.482;0.02420
721;BIOINFORMATICS;95300;5.481;0.20111
722;JOURNAL OF RETAILING;7053;5.480;0.00356
723;COMPUTER-AIDED CIVIL AND INFRASTRUCTURE ENGINEERING;2583;5.475;0.00418
723;PSYCHOLOGICAL MEDICINE;23080;5.475;0.03940
723;PSYCHOLOGICAL MEDICINE;23080;5.475;0.03940
726;Advanced Electronic Materials;2231;5.466;0.00763
727;JOURNAL OF CARDIOVASCULAR MAGNETIC RESONANCE;4918;5.457;0.01353
728;Organic Chemistry Frontiers;3810;5.455;0.01115
729;OSTEOARTHRITIS AND CARTILAGE;15911;5.454;0.02663
730;INFECTIOUS DISEASE CLINICS OF NORTH AMERICA;2503;5.449;0.00517
731;BRITISH JOURNAL OF SURGERY;22899;5.433;0.03122
732;ANAESTHESIA;10098;5.431;0.00976
733;CEMENT AND CONCRETE RESEARCH;27771;5.430;0.01743
733;IEEE Transactions on Industrial Informatics;8513;5.430;0.02301
733;MIS QUARTERLY;15184;5.430;0.01196
733;MIS QUARTERLY;15184;5.430;0.01196
737;NEUROIMAGE;92719;5.426;0.15261
738;HEART;17545;5.420;0.03411
739;DNA RESEARCH;2952;5.415;0.00562
739;Global Change Biology Bioenergy;3144;5.415;0.00833
739;PLANT CELL AND ENVIRONMENT;20478;5.415;0.02272
742;Acta Neuropathologica Communications;2326;5.414;0.01155
743;DEVELOPMENT;53815;5.413;0.08571
744;Journal of Chemical Theory and Computation;27284;5.399;0.06815
745;JOURNAL OF FINANCE;34342;5.397;0.05181
746;CLINICAL MICROBIOLOGY AND INFECTION;15983;5.394;0.03965
747;JOURNAL OF UROLOGY;50944;5.381;0.05166
748;JOURNAL OF DENTAL RESEARCH;19305;5.380;0.02095
749;Catalysis Science & Technology;15461;5.365;0.03811
749;MOLECULAR CANCER THERAPEUTICS;19211;5.365;0.03169
751;HUMAN MUTATION;12927;5.359;0.02830
752;MEDICAL IMAGE ANALYSIS;6383;5.356;0.01190
753;Business Strategy and the Environment;4003;5.355;0.00226
754;JOURNAL OF EXPERIMENTAL BOTANY;40585;5.354;0.05792
755;Epigenetics & Chromatin;1410;5.351;0.00763
756;PROCEEDINGS OF THE NUTRITION SOCIETY;5238;5.347;0.00623
757;Annual Review of Virology;522;5.345;0.00307
758;Wiley Interdisciplinary Reviews-Developmental Biology;1106;5.343;0.00658
759;PROCEEDINGS OF THE COMBUSTION INSTITUTE;13253;5.336;0.01597
760;ENDOCRINE-RELATED CANCER;7114;5.331;0.01241
761;JOURNAL OF MANAGEMENT STUDIES;10428;5.329;0.00977
762;Cancers;3897;5.326;0.00899
763;Journal of the American Medical Directors Association;6905;5.325;0.01823
764;Cell Communication and Signaling;2034;5.324;0.00551
765;ENTREPRENEURSHIP THEORY AND PRACTICE;8965;5.321;0.00689
766;ACS Synthetic Biology;3112;5.316;0.01411
767;CRITICAL REVIEWS IN TOXICOLOGY;3927;5.313;0.00374
768;ONCOLOGIST;11433;5.306;0.02048
769;Scientific Data;1567;5.305;0.00855
770;AMERICAN JOURNAL OF HEMATOLOGY;9458;5.303;0.02262
771;JOURNAL OF MOLECULAR AND CELLULAR CARDIOLOGY;14186;5.296;0.02503
772;JOURNAL OF NANOBIOTECHNOLOGY;3004;5.294;0.00536
772;PURE AND APPLIED CHEMISTRY;14326;5.294;0.00803
774;Multiple Sclerosis Journal;10675;5.280;0.02189
775;CRITICAL REVIEWS IN BIOCHEMISTRY AND MOLECULAR BIOLOGY;3337;5.279;0.00716
776;Environmental Innovation and Societal Transitions;1045;5.265;0.00245
776;Environmental Innovation and Societal Transitions;1045;5.265;0.00245
778;Molecular Oncology;4529;5.264;0.01316
779;Journal of Biological Engineering;756;5.256;0.00160
780;IEEE TRANSACTIONS ON POWER SYSTEMS;34454;5.255;0.04820
781;JOURNAL OF POLITICAL ECONOMY;23281;5.247;0.02631
782;RHEUMATOLOGY;18744;5.245;0.03381
783;Photonics Research;1208;5.242;0.00399
784;CRITICAL REVIEWS IN BIOTECHNOLOGY;2831;5.239;0.00381
785;Cardiovascular Diabetology;4796;5.235;0.01119
786;ALTEX-Alternatives to Animal Experimentation;1261;5.232;0.00199
786;MOLECULAR & CELLULAR PROTEOMICS;17761;5.232;0.04693
788;EUROPACE;9232;5.231;0.02686
789;NEUROBIOLOGY OF DISEASE;16259;5.227;0.03139
790;AMERICAN JOURNAL OF POLITICAL SCIENCE;11213;5.220;0.02376
790;CLINICAL SCIENCE;10321;5.220;0.01363
792;JOURNAL OF ANTIMICROBIAL CHEMOTHERAPY;29292;5.217;0.05073
793;RNA Biology;5089;5.216;0.01940
794;MUTATION RESEARCH-REVIEWS IN MUTATION RESEARCH;3440;5.205;0.00322
795;Advances in Wound Care;1543;5.200;0.00524
795;Advances in the Study of Behavior;1219;5.200;0.00102
795;YALE LAW JOURNAL;5268;5.200;0.00701
798;MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY;148250;5.194;0.28193
799;Journal of Neuroinflammation;9761;5.193;0.02486
800;INTERNATIONAL IMMUNOLOGY;5989;5.189;0.00593
801;JOURNAL OF INFECTIOUS DISEASES;45662;5.186;0.07527
802;JOURNAL OF PSYCHIATRY & NEUROSCIENCE;2989;5.182;0.00470
802;JOURNAL OF PSYCHIATRY & NEUROSCIENCE;2989;5.182;0.00470
804;Aging-US;4410;5.179;0.01091
804;Biochimica et Biophysica Acta-Gene Regulatory Mechanisms;7047;5.179;0.01942
806;IEEE Journal of Emerging and Selected Topics in Power Electronics;2358;5.177;0.00996
807;EUROPEAN PHYSICAL JOURNAL C;19814;5.172;0.05397
807;JOURNAL OF ECOLOGY;18409;5.172;0.02482
809;Journal of Travel Research;7446;5.169;0.00417
810;REVISTA ESPANOLA DE CARDIOLOGIA;3338;5.166;0.00472
811;mAbs;3767;5.165;0.01122
812;JOURNAL OF FINANCIAL ECONOMICS;28511;5.162;0.05782
813;CHEMISTRY-A EUROPEAN JOURNAL;93574;5.160;0.18298
813;COMPOSITES SCIENCE AND TECHNOLOGY;27661;5.160;0.01997
815;CARBOHYDRATE POLYMERS;53857;5.158;0.06431
815;CLINICAL AND EXPERIMENTAL ALLERGY;10784;5.158;0.01437
817;INTERNATIONAL JOURNAL OF OBESITY;22185;5.151;0.03204
817;MOLECULAR NUTRITION & FOOD RESEARCH;11256;5.151;0.01636
819;Annual Review of Vision Science;227;5.140;0.00166
820;SLEEP;20547;5.135;0.02587
821;IEEE Transactions on Systems Man Cybernetics-Systems;6580;5.131;0.00958
821;Journal of the International AIDS Society;3638;5.131;0.01392
823;BRITISH JOURNAL OF HAEMATOLOGY;23861;5.128;0.03901
824;JOURNAL OF COSMOLOGY AND ASTROPARTICLE PHYSICS;21856;5.126;0.05813
825;Wiley Interdisciplinary Reviews-Climate Change;2404;5.124;0.00629
825;Wiley Interdisciplinary Reviews-Climate Change;2404;5.124;0.00629
827;ADVANCED SYNTHESIS & CATALYSIS;21445;5.123;0.03462
827;ANALYTICA CHIMICA ACTA;45802;5.123;0.04611
829;RESOURCES CONSERVATION AND RECYCLING;9946;5.120;0.00862
830;AMERICAN JOURNAL OF MEDICINE;25399;5.117;0.02683
831;ELECTROCHIMICA ACTA;96148;5.116;0.12123
832;BIOCHIMICA ET BIOPHYSICA ACTA-MOLECULAR BASIS OF DISEASE;12799;5.108;0.02774
833;INTERNATIONAL JOURNAL OF MACHINE TOOLS & MANUFACTURE;13392;5.106;0.00810
833;Inorganic Chemistry Frontiers;2147;5.106;0.00548
835;JOURNAL OF COLLOID AND INTERFACE SCIENCE;64119;5.091;0.04601
836;FOOD HYDROCOLLOIDS;18877;5.089;0.02315
837;ANNALS OF TOURISM RESEARCH;11731;5.086;0.00538
838;AUSTRALIAN AND NEW ZEALAND JOURNAL OF PSYCHIATRY;6624;5.084;0.00844
838;AUSTRALIAN AND NEW ZEALAND JOURNAL OF PSYCHIATRY;6624;5.084;0.00844
840;Materials Science & Engineering C-Materials for Biological Applications;24491;5.080;0.03462
841;MOLECULAR NEUROBIOLOGY;10183;5.076;0.02331
842;Advances in Agronomy;4383;5.073;0.00309
842;GEOLOGY;35294;5.073;0.04607
844;CARCINOGENESIS;21776;5.072;0.02196
845;IEEE TRANSACTIONS ON IMAGE PROCESSING;31355;5.071;0.05409
845;Microsystems & Nanoengineering;330;5.071;0.00110
845;Oceanography and Marine Biology;2219;5.071;0.00081
848;Journal of Biomedical Nanotechnology;5103;5.068;0.00757
849;EPILEPSIA;26301;5.067;0.03249
850;EXERCISE AND SPORT SCIENCES REVIEWS;2935;5.065;0.00307
851;AMERICAN SOCIOLOGICAL REVIEW;19277;5.063;0.01397
852;IEEE CONTROL SYSTEMS MAGAZINE;3781;5.060;0.00283
853;Aging and Disease;1386;5.058;0.00323
854;Soft Robotics;491;5.057;0.00189
855;ORGANIZATION & ENVIRONMENT;1211;5.049;0.00162
856;Gastric Cancer;4290;5.045;0.00646
857;DEPRESSION AND ANXIETY;7923;5.043;0.01587
857;DEPRESSION AND ANXIETY;7923;5.043;0.01587
859;Circulation-Cardiovascular Quality and Outcomes;4337;5.036;0.01683
860;REVIEWS IN MEDICAL VIROLOGY;1945;5.034;0.00281
861;American Economic Journal-Applied Economics;2232;5.028;0.01804
862;NEUROENDOCRINOLOGY;4670;5.024;0.00534
863;JOURNAL OF THE METEOROLOGICAL SOCIETY OF JAPAN;3730;5.023;0.00477
864;SOLAR ENERGY MATERIALS AND SOLAR CELLS;27711;5.018;0.03298
865;Alzheimers Research & Therapy;2192;5.015;0.00847
866;JOURNAL OF CLINICAL CHILD AND ADOLESCENT PSYCHOLOGY;5136;5.014;0.00889
867;IEEE TRANSACTIONS ON AUTOMATIC CONTROL;44822;5.007;0.05978
868;Nanomedicine;7253;5.005;0.01295
869;JOURNAL OF NEUROTRAUMA;14508;5.002;0.02113
